index,Year,Storm Name,Start Date,End Date,Dates,Max Wind Speed (mph),Min pressure (mb),Storm Type
607,2011,DON,07-27-11,07-30-11,7/27 - 7/30,45,997.0,Tropical Storm
608,2011,EMILY,08-02-11,08-07-11,8/2 - 8/7,45,1003.0,Tropical Storm
609,2011,FRANKLIN,08-12-11,08-16-11,8/12 - 8/16,40,1004.0,Tropical Storm
610,2011,GERT,08-13-11,08-17-11,8/13 - 8/17,55,1000.0,Tropical Storm
611,2011,HARVEY,08-19-11,08-22-11,8/19 - 8/22,55,994.0,Tropical Storm
612,2011,JOSE,08-26-11,08-29-11,8/26 - 8/29,40,1006.0,Tropical Storm
613,2011,IRENE,08-21-11,08-30-11,8/21 - 8/30,105,942.0,Hurricane
614,2011,LEE,09-02-11,09-06-11,9/2 - 9/6,50,986.0,Tropical Storm
615,2011,KATIA,08-28-11,09-12-11,8/28 - 9/12,120,942.0,Hurricane
616,2011,NATE,09-06-11,09-12-11,9/6 - 9/12,65,994.0,Hurricane
617,2011,MARIA,09-06-11,09-16-11,9/6 - 9/16,70,983.0,Hurricane
618,2011,OPHELIA,09-20-11,10-04-11,9/20 - 10/4,120,940.0,Hurricane
619,2011,PHILIPPE,09-23-11,10-09-11,9/23 - 10/9,80,976.0,Hurricane
620,2011,RINA,10-22-11,10-29-11,10/22 - 10/29,100,966.0,Hurricane
621,2011,SEAN,11-06-11,11-12-11,11/6 - 11/12,55,982.0,Tropical Storm
622,2012,ALBERTO,05-19-12,05-23-12,5/19 - 5/23,50,995.0,Tropical Storm
623,2012,BERYL,05-25-12,06-02-12,5/25 - 6/2,60,992.0,Tropical Storm
624,2012,CHRIS,06-17-12,06-24-12,6/17 - 6/24,75,974.0,Hurricane
625,2012,DEBBY,06-23-12,06-27-12,6/23 - 6/27,55,990.0,Tropical Storm
626,2012,FLORENCE,08-03-12,08-08-12,8/3 - 8/8,50,1002.0,Tropical Storm
627,2012,ERNESTO,08-01-12,08-10-12,8/1 - 8/10,85,973.0,Hurricane
628,2012,HELENE,08-09-12,08-19-12,8/9 - 8/19,40,1004.0,Tropical Storm
629,2012,GORDON,08-15-12,08-21-12,8/15 - 8/21,95,965.0,Hurricane
630,2012,JOYCE,08-21-12,08-24-12,8/21 - 8/24,35,1006.0,Tropical Storm
631,2012,ISAAC,08-20-12,09-01-12,8/20 - 9/1,70,965.0,Hurricane
632,2012,KIRK,08-28-12,09-03-12,8/28 - 9/3,90,970.0,Hurricane
633,2012,MICHAEL,09-02-12,09-12-12,9/2 - 9/12,100,964.0,Hurricane
634,2012,LESLIE,08-28-12,09-12-12,8/28 - 9/12,70,968.0,Hurricane
635,2012,NADINE,09-10-12,10-04-12,9/10 - 10/4,80,978.0,Hurricane
636,2012,OSCAR,10-02-12,10-05-12,10/2 - 10/5,45,994.0,Tropical Storm
637,2012,PATTY,10-10-12,10-13-12,10/10 - 10/13,40,1005.0,Tropical Storm
638,2012,RAFAEL,10-12-12,10-26-12,10/12 - 10/26,80,966.0,Hurricane
639,2012,TONY,10-21-12,10-26-12,10/21 - 10/26,45,1000.0,Tropical Storm
640,2012,SANDY,10-21-12,10-31-12,10/21 - 10/31,100,940.0,Hurricane
641,2013,BARBARA,05-28-13,05-30-13,5/28 - 5/30,70,983.0,Hurricane
642,2013,ANDREA,06-05-13,06-08-13,6/5 - 6/8,55,992.0,Tropical Storm
643,2013,BARRY,06-16-13,06-21-13,6/16 - 6/21,40,1003.0,Tropical Storm
644,2013,CHANTAL,07-07-13,07-10-13,7/7 - 7/10,55,1003.0,Tropical Storm
645,2013,DORIAN,07-22-13,08-04-13,7/22 - 8/4,50,1002.0,Tropical Storm
646,2013,ERIN,08-15-13,08-19-13,8/15 - 8/19,40,1006.0,Tropical Storm
647,2013,FERNAND,08-25-13,08-26-13,8/25 - 8/26,50,1001.0,Tropical Storm
648,2013,GABRIELLE,09-04-13,09-13-13,9/4 - 9/13,55,1003.0,Tropical Storm
649,2013,INGRID,09-12-13,09-17-13,9/12 - 9/17,75,983.0,Hurricane
650,2013,HUMBERTO,09-08-13,09-19-13,9/8 - 9/19,80,979.0,Hurricane
651,2013,KAREN,10-03-13,10-06-13,10/3 - 10/6,55,998.0,Tropical Storm
652,2013,JERRY,09-28-13,10-06-13,9/28 - 10/6,45,1005.0,Tropical Storm
653,2013,LORENZO,10-21-13,10-26-13,10/21 - 10/26,45,1000.0,Tropical Storm
654,2013,MELISSA,11-17-13,11-23-13,11/17 - 11/23,55,980.0,Tropical Storm
655,2014,ARTHUR,06-28-14,07-09-14,6/28 - 7/9,85,972.0,Hurricane
656,2014,BERTHA,07-29-14,08-09-14,7/29 - 8/9,70,996.0,Hurricane
657,2014,CRISTOBAL,08-23-14,09-02-14,8/23 - 9/2,75,963.0,Hurricane
658,2014,DOLLY,09-01-14,09-04-14,9/1 - 9/4,45,1000.0,Tropical Storm
659,2014,EDOUARD,09-10-14,09-22-14,9/10 - 9/22,105,955.0,Hurricane
660,2014,FAY,10-10-14,10-13-14,10/10 - 10/13,70,983.0,Hurricane
661,2014,GONZALO,10-11-14,10-20-14,10/11 - 10/20,125,940.0,Hurricane
662,2014,HANNA,10-21-14,10-29-14,10/21 - 10/29,35,1000.0,Tropical Storm
663,2015,ANA,05-06-15,05-12-15,5/6 - 5/12,50,998.0,Tropical Storm
664,2015,BILL,06-16-15,06-21-15,6/16 - 6/21,50,997.0,Tropical Storm
665,2015,CLAUDETTE,07-12-15,07-15-15,7/12 - 7/15,45,1003.0,Tropical Storm
666,2015,DANNY,08-17-15,08-24-15,8/17 - 8/24,110,960.0,Hurricane
667,2015,ERIKA,08-24-15,08-28-15,8/24 - 8/28,45,1001.0,Tropical Storm
668,2015,FRED,08-30-15,09-06-15,8/30 - 9/6,75,986.0,Hurricane
669,2015,GRACE,09-05-15,09-09-15,9/5 - 9/9,50,1000.0,Tropical Storm
670,2015,HENRI,09-08-15,09-11-15,9/8 - 9/11,45,1003.0,Tropical Storm
671,2015,IDA,09-15-15,09-28-15,9/15 - 9/28,45,1001.0,Tropical Storm
672,2015,JOAQUIN,09-26-15,10-15-15,9/26 - 10/15,135,931.0,Hurricane
673,2015,KATE,11-08-15,11-13-15,11/8 - 11/13,75,980.0,Hurricane
674,2016,ALEX,01-07-16,01-17-16,1/7 - 1/17,75,978.0,Hurricane
675,2016,COLIN,06-05-16,06-08-16,6/5 - 6/8,50,987.0,Tropical Storm
676,2016,BONNIE,05-27-16,06-09-16,5/27 - 6/9,40,1006.0,Tropical Storm
677,2016,DANIELLE,06-18-16,06-21-16,6/18 - 6/21,40,1007.0,Tropical Storm
678,2016,EARL,08-02-16,08-06-16,8/2 - 8/6,75,979.0,Hurricane
679,2016,FIONA,08-16-16,08-24-16,8/16 - 8/24,45,1004.0,Tropical Storm
680,2016,GASTON,08-21-16,09-03-16,8/21 - 9/3,105,955.0,Hurricane
681,2016,HERMINE,08-28-16,09-08-16,8/28 - 9/8,70,981.0,Hurricane
682,2016,IAN,09-12-16,09-17-16,9/12 - 9/17,55,984.0,Tropical Storm
683,2016,JULIA,09-13-16,09-21-16,9/13 - 9/21,45,1007.0,Tropical Storm
684,2016,KARL,09-12-16,09-26-16,9/12 - 9/26,60,980.0,Tropical Storm
685,2016,LISA,09-19-16,09-26-16,9/19 - 9/26,45,999.0,Tropical Storm
686,2016,MATTHEW,09-28-16,10-10-16,9/28 - 10/10,145,934.0,Hurricane
687,2016,NICOLE,10-04-16,10-19-16,10/4 - 10/19,120,950.0,Hurricane
688,2016,OTTO,11-17-16,11-26-16,11/17 - 11/26,100,975.0,Hurricane
689,2017,ARLENE,04-16-17,04-22-17,4/16 - 4/22,55,986.0,Tropical Storm
690,2017,BRET,06-18-17,06-20-17,6/18 - 6/20,45,1007.0,Tropical Storm
691,2017,CINDY,06-19-17,06-24-17,6/19 - 6/24,50,991.0,Tropical Storm
692,2017,DON,07-17-17,07-18-17,7/17 - 7/18,45,1005.0,Tropical Storm
693,2017,EMILY,07-30-17,08-02-17,7/30 - 8/2,50,1001.0,Tropical Storm
694,2017,FRANKLIN,08-06-17,08-10-17,8/6 - 8/10,75,981.0,Hurricane
695,2017,GERT,08-12-17,08-18-17,8/12 - 8/18,95,962.0,Hurricane
696,2017,HARVEY,08-16-17,09-02-17,8/16 - 9/2,115,937.0,Hurricane
697,2017,KATIA,09-05-17,09-09-17,9/5 - 9/9,90,972.0,Hurricane
698,2017,IRMA,08-30-17,09-13-17,8/30 - 9/13,155,914.0,Hurricane
699,2017,JOSE,09-04-17,09-25-17,9/4 - 9/25,135,938.0,Hurricane
700,2017,LEE,09-14-17,09-30-17,9/14 - 9/30,100,962.0,Hurricane
701,2017,MARIA,09-16-17,10-02-17,9/16 - 10/2,150,908.0,Hurricane
702,2017,NATE,10-03-17,10-11-17,10/3 - 10/11,80,981.0,Hurricane
703,2017,OPHELIA,10-06-17,10-17-17,10/6 - 10/17,100,957.0,Hurricane
704,2017,PHILIPPE,10-27-17,10-29-17,10/27 - 10/29,35,1000.0,Tropical Storm
705,2017,RINA,11-04-17,11-09-17,11/4 - 11/9,50,991.0,Tropical Storm
706,2018,ALBERTO,05-25-18,05-31-18,5/25 - 5/31,55,990.0,Tropical Storm
707,2018,CHRIS,07-05-18,07-17-18,7/5 - 7/17,90,969.0,Hurricane
708,2018,BERYL,07-04-18,07-17-18,7/4 - 7/17,70,991.0,Hurricane
709,2018,DEBBY,08-02-18,08-10-18,8/2 - 8/10,45,998.0,Tropical Storm
710,2018,ERNESTO,08-15-18,08-19-18,8/15 - 8/19,40,999.0,Tropical Storm
711,2018,GORDON,09-02-18,09-07-18,9/2 - 9/7,60,996.0,Tropical Storm
712,2018,ISAAC,09-07-18,09-15-18,9/7 - 9/15,65,995.0,Hurricane
713,2018,HELENE,09-07-18,09-17-18,9/7 - 9/17,95,967.0,Hurricane
714,2018,FLORENCE,08-30-18,09-18-18,8/30 - 9/18,130,937.0,Hurricane
715,2018,JOYCE,09-12-18,09-21-18,9/12 - 9/21,45,995.0,Tropical Storm
716,2018,KIRK,09-22-18,09-28-18,9/22 - 9/28,55,998.0,Tropical Storm
717,2018,NADINE,10-08-18,10-12-18,10/8 - 10/12,55,995.0,Tropical Storm
718,2018,LESLIE,09-22-18,10-14-18,9/22 - 10/14,80,968.0,Hurricane
719,2018,MICHAEL,10-06-18,10-15-18,10/6 - 10/15,140,919.0,Hurricane
720,2018,OSCAR,10-26-18,11-04-18,10/26 - 11/4,95,952.0,Hurricane
721,2019,ANDREA,05-20-19,05-22-19,5/20 - 5/22,35,1006.0,Tropical Low
722,2019,BARRY,07-10-19,07-16-19,7/10 - 7/16,65,993.0,Hurricane
723,2019,CHANTAL,08-20-19,08-26-19,8/20 - 8/26,35,1007.0,Tropical Storm
724,2019,ERIN,08-26-19,08-29-19,8/26 - 8/29,35,1002.0,Tropical Storm
725,2019,FERNAND,09-03-19,09-05-19,9/3 - 9/5,45,1000.0,Tropical Storm
726,2019,DORIAN,08-24-19,09-09-19,8/24 - 9/9,160,910.0,Hurricane
727,2019,GABRIELLE,09-03-19,09-11-19,9/3 - 9/11,55,995.0,Tropical Storm
728,2019,IMELDA,09-17-19,09-19-19,9/17 - 9/19,40,1003.0,Tropical Storm
729,2019,HUMBERTO,09-12-19,09-20-19,9/12 - 9/20,110,950.0,Hurricane
730,2019,KAREN,09-22-19,09-27-19,9/22 - 9/27,40,1003.0,Tropical Storm
731,2019,JERRY,09-17-19,09-28-19,9/17 - 9/28,90,976.0,Hurricane
732,2019,LORENZO,09-22-19,10-04-19,9/22 - 10/4,140,925.0,Hurricane
733,2019,MELISSA,10-08-19,10-14-19,10/8 - 10/14,55,994.0,Tropical Storm
734,2019,NESTOR,10-17-19,10-21-19,10/17 - 10/21,50,996.0,Tropical Storm
735,2019,OLGA,10-25-19,10-27-19,10/25 - 10/27,45,992.0,Tropical Storm
736,2019,PABLO,10-23-19,10-29-19,10/23 - 10/29,70,977.0,Hurricane
737,2019,REBEKAH,10-27-19,11-01-19,10/27 - 11/1,70,965.0,Extratropical
738,2019,SEBASTIEN,11-19-19,11-27-19,11/19 - 11/27,60,970.0,Tropical Storm
739,2020,ARTHUR,05-16-20,05-21-20,5/16 - 5/21,55,989.0,Tropical Storm
740,2020,BERTHA,05-27-20,05-28-20,5/27 - 5/28,45,1005.0,Tropical Storm
741,2020,AMANDA,05-30-20,05-31-20,5/30 - 5/31,35,1003.0,Tropical Storm
742,2020,CRISTOBAL,06-01-20,06-12-20,6/1 - 6/12,50,982.0,Tropical Storm
743,2020,DOLLY,06-22-20,06-25-20,6/22 - 6/25,40,1000.0,Tropical Storm
744,2020,EDOUARD,07-04-20,07-09-20,7/4 - 7/9,40,1005.0,Tropical Storm
745,2020,FAY,07-05-20,07-11-20,7/5 - 7/11,50,998.0,Tropical Storm
746,2020,GONZALO,07-20-20,07-25-20,7/20 - 7/25,55,997.0,Tropical Storm
747,2020,HANNA,07-23-20,07-26-20,7/23 - 7/26,80,973.0,Hurricane
748,2020,ISAIAS,07-28-20,08-05-20,7/28 - 8/5,80,986.0,Hurricane
749,2020,KYLE,08-14-20,08-16-20,8/14 - 8/16,45,1000.0,Tropical Storm
750,2020,JOSEPHINE,08-10-20,08-16-20,8/10 - 8/16,40,1004.0,Tropical Storm
751,2020,MARCO,08-20-20,08-25-20,8/20 - 8/25,65,991.0,Hurricane
752,2020,LAURA,08-20-20,08-29-20,8/20 - 8/29,130,937.0,Hurricane
753,2020,NANA,09-01-20,09-04-20,9/1 - 9/4,65,994.0,Hurricane
754,2020,OMAR,08-30-20,09-06-20,8/30 - 9/6,35,1003.0,Tropical Storm
755,2020,RENE,09-06-20,09-14-20,9/6 - 9/14,40,1001.0,Tropical Storm
756,2020,SALLY,09-11-20,09-18-20,9/11 - 9/18,95,965.0,Hurricane
757,2020,ALPHA,09-14-20,09-19-20,9/14 - 9/19,60,992.0,Extratropical
758,2020,VICKY,09-14-20,09-19-20,9/14 - 9/19,45,1001.0,Tropical Storm
759,2020,WILFRED,09-17-20,09-21-20,9/17 - 9/21,35,1006.0,Tropical Storm
760,2020,TEDDY,09-12-20,09-24-20,9/12 - 9/24,120,945.0,Hurricane
761,2020,BETA,09-17-20,09-25-20,9/17 - 9/25,55,993.0,Tropical Storm
762,2020,PAULETTE,09-07-20,09-28-20,9/7 - 9/28,90,965.0,Hurricane
763,2020,GAMMA,10-02-20,10-06-20,10/2 - 10/6,65,978.0,Hurricane
764,2020,DELTA,10-04-20,10-11-20,10/4 - 10/11,120,953.0,Hurricane
765,2020,EPSILON,10-16-20,10-26-20,10/16 - 10/26,100,952.0,Hurricane
766,2020,ZETA,10-24-20,10-30-20,10/24 - 10/30,100,970.0,Hurricane
767,2020,ETA,10-31-20,11-14-20,10/31 - 11/14,130,922.0,Hurricane
768,2020,THETA,11-08-20,11-16-20,11/8 - 11/16,60,987.0,Tropical Storm
769,2020,IOTA,11-12-20,11-18-20,11/12 - 11/18,135,917.0,Hurricane
770,2021,ANA,05-20-21,05-24-21,5/20 - 5/24,50,1004.0,Tropical Storm
771,2021,BILL,06-13-21,06-16-21,6/13 - 6/16,55,992.0,Tropical Storm
772,2021,CLAUDETTE,06-17-21,06-23-21,6/17 - 6/23,40,1003.0,Tropical Storm
773,2021,DANNY,06-27-21,06-29-21,6/27 - 6/29,40,1009.0,Tropical Storm
774,2021,ELSA,06-30-21,07-10-21,6/30 - 7/10,75,991.0,Hurricane
775,2021,FRED,08-09-21,08-20-21,8/9 - 8/20,55,991.0,Tropical Storm
776,2021,GRACE,08-13-21,08-21-21,8/13 - 8/21,105,967.0,Hurricane
777,2021,HENRI,08-15-21,08-24-21,8/15 - 8/24,65,986.0,Hurricane
778,2021,JULIAN,08-28-21,08-31-21,8/28 - 8/31,50,993.0,Tropical Storm
779,2021,KATE,08-27-21,09-01-21,8/27 - 9/1,40,1004.0,Tropical Storm
780,2021,IDA,08-26-21,09-04-21,8/26 - 9/4,130,929.0,Hurricane
781,2021,MINDY,09-08-21,09-10-21,9/8 - 9/10,50,1000.0,Tropical Storm
782,2021,LARRY,08-31-21,09-11-21,8/31 - 9/11,110,953.0,Hurricane
783,2021,NICHOLAS,09-12-21,09-17-21,9/12 - 9/17,65,988.0,Hurricane
784,2021,PETER,09-19-21,09-22-21,9/19 - 9/22,45,1005.0,Tropical Storm
785,2021,ROSE,09-19-21,09-24-21,9/19 - 9/24,50,1004.0,Tropical Storm
786,2021,ODETTE,09-16-21,09-26-21,9/16 - 9/26,55,989.0,Tropical Storm
787,2021,TERESA,09-26-21,09-26-21,9/24 - 9/26,40,1008.0,Tropical Low
788,2021,VICTOR,10-04-21,10-04-21,9/29 - 10/4,55,997.0,Tropical Storm
789,2021,SAM,10-07-21,10-07-21,9/22 - 10/7,135,927.0,Hurricane
790,2021,WANDA,11-08-21,11-08-21,10/25 - 11/8,60,973.0,Tropical Storm
791,2022,Alex,06-02-22,06-06-22,6/2 - 6/6,60,984.0,Tropical Storm
792,2022,Bonnie,06-27-22,07-09-22,6/27 - 7/9,100,964.0,Hurricane
793,2022,Colin,07-02-22,07-03-22,7/2 - 7/3,35,1012.0,Tropical Storm
794,2022,Danielle,09-01-22,09-08-22,9/1 - 9/8,80,1013.0,Hurricane
795,2022,Earl,09-02-22,09-10-22,9/2 - 9/10,90,1005.0,Hurricane
796,2022,Eleven,09-28-22,09-29-22,9/28 - 9/29,30,1010.0,Tropical Depression
797,2022,Fiona,09-14-22,09-24-22,9/14 - 9/24,115,1009.0,Hurricane
798,2022,Four,08-19-22,08-20-22,8/19 - 8/20,30,1010.0,Potential Tropical Cyclone
799,2022,Gaston,09-20-22,09-26-22,9/20 - 9/26,55,1013.0,Tropical Storm
800,2022,Hermine,09-23-22,09-25-22,9/23 - 9/25,35,1008.0,Tropical Storm
801,2022,Ian,09-23-22,10-01-22,9/23 - 10/1,135,1010.0,Hurricane
802,2022,Julia,10-06-22,10-09-22,10/6 - 10/9,75,1006.0,Hurricane
803,2022,Karl,10-11-22,10-15-22,10/11 - 10/15,50,1008.0,Tropical Storm
804,2022,Lisa,10-30-22,11-03-22,10/30 - 11/5,75,1009.0,Hurricane
805,2022,Martin,11-01-22,11-03-22,11/1 - 11/3,75,997.0,Hurricane
806,2022,Nicole,11-07-22,11-11-22,11/7 - 11/11,65,1004.0,Hurricane
807,2022,Twelve,10-04-22,10-06-22,10/4 - 10/6,30,1010.0,Tropical Depression
808,Year,Storms,Hurricanes,Deaths,Damage ($),Retired Names,,
809,1950,13,11,26,3100000,0,,
810,1951,10,8,259,0,0,,
811,1952,7,6,600,300000,0,,
812,1953,14,6,0,100000,0,,
813,1954,11,8,1199,78100000,"2 - Carol, Hazel",,
814,1955,12,9,1210,96000000,"4 - Connie, Diane, Ione, Janet",,
815,1956,8,4,61,2500000,0,,
816,1957,8,3,630,15200000,1 - Audrey,,
817,1958,10,7,37,1100000,0,,
818,1959,11,7,0,2200000,0,,
819,1960,7,4,148,39300000,1 - Donna,,
820,1961,11,8,321,40600000,"2 - Carla, Hattie",,
821,1962,5,3,0,200000,0,,
822,1963,9,7,8000,1300000,1 - Flora,,
823,1964,12,6,255,51500000,"3 - Cleo, Dora, Hilda",,
824,1965,6,4,76,144500000,1 - Betsy,,
825,1966,11,7,1090,1500000,1 - Inez,,
826,1967,8,6,59,20000000,1 - Beulah,,
827,1968,8,4,0,1100000,1 - Edna,,
828,1969,18,12,259,142100000,1 - Camille,,
829,1970,10,5,51,45400000,1 - Celia,,
830,1971,13,6,30,21200000,0,,
831,1972,7,3,129,210200000,1 - Agnes,,
832,1973,8,4,16,1800000,0,,
833,1974,11,4,8002,15000000,"2 - Carmen, Fifi",,
834,1975,9,6,80,49000000,1 - Eloise,,
835,1976,10,6,68,10000000,0,,
836,1977,6,5,0,1000000,1 - Anita,,
837,1978,12,5,0,2000000,0,,
838,1979,9,5,2069,305000000,"2 - David, Frederic",,
839,1980,11,9,259,30000000,1 - Allen,,
840,1981,12,7,0,2500000,0,,
841,1982,6,2,138,200000,0,,
842,1983,4,3,21,200000000,1 - Alicia,,
843,1984,13,5,35,6600000,0,,
844,1985,10,7,210,372500000,"2 - Elena, Gloria",,
845,1986,6,4,9,1700000,0,,
846,1987,7,3,0,100000,0,,
847,1988,12,5,555,5900000,"2 - Gilbert, Joan",,
848,1989,11,7,56,767000000,1 - Hugo,,
849,1990,13,8,123,5700000,"2 - Diana, Klaus",,
850,1991,8,4,0,150000000,1 - Bob,,
851,1992,7,4,26,2650000000,1 - Andrew,,
852,1993,8,4,267,5700000,0,,
853,1994,7,3,1175,97300000,0,,
854,1995,19,11,117,372900000,"4 - Luis, Marilyn, Opal, Roxanne",,
855,1996,13,9,126,360000000,"3 - Cesar, Fran, Hortense",,
856,1997,8,3,4,10000000,0,,
857,1998,14,10,9715,316500000,"2 - Georges, Mitch",,
858,1999,12,8,78,553200000,"2 - Floyd, Lenny",,
859,2000,15,8,30,2600000,1 - Keith,,
860,2001,15,9,92,526000000,"3 - Allison, Iris, Michelle",,
861,2002,12,4,23,122000000,"2 - Isidore, Lili",,
862,2003,16,7,50,358000000,"3 - Fabian, Isabel, Juan",,
863,2004,15,9,3126,4523500000,"4 - Charley, Frances, Ivan, Jeanne",,
864,2005,28,15,3483,115520000000,"5 - Dennis, Katrina, Rita, Stan, Wilma",,
865,2006,10,5,5,50000000,0,,
866,2007,15,6,341,5000000,"3 - Dean, Felix, Noel",,
867,2008,16,8,761,2494500000,"3 - Gustav, Ike, Paloma",,
868,2009,11,3,6,7700000,0,,
869,2010,21,12,287,1235600000,"2 - Igor, Tomas",,
870,2011,19,7,100,2100000000,1 - Irene,,
871,2012,19,10,199,75000000000,1 - Sandy,,
872,2013,13,2,47,151000000,1 - Ingrid,,
873,2014,9,6,17,23200000,0,,
874,2015,12,4,89,59000000,"2 - Erika, Joaquin",,
875,2016,15,7,748,1749000000,"2 - Matthew, Otto",,
876,2017,17,10,3364,2946700000,"4 - Harvey, Irma, Maria, Nate",,
877,2018,15,8,173,50205000000,"2 - Florence, Michael",,
878,,,,,,,,
879,,,,,,,,
880,,,,,,,,
881,,,,,,,,
882,,,,,,,,
883,,,,,,,,
884,,,,,,,,
885,,,,,,,,
886,,,,,,,,
887,,,,,,,,
